300	266
195	140	120
182	114	95
182	63	57
180	34	44
165	24	33
145	18	25
144	19	23
164	24	33
182	27	41
186	29	46
183	28	44
176	29	39
171	30	39
167	31	41
167	29	42
167	30	40
168	31	41
170	30	39
173	29	39
178	30	44
181	31	43
182	30	42
186	32	44
189	31	45
189	28	43
189	27	42
193	28	42
194	32	43
197	33	44
199	33	45
200	34	46
201	35	47
201	35	47
202	34	47
202	34	47
207	36	52
207	36	52
208	37	53
207	36	52
203	35	50
205	37	52
205	37	52
202	34	51
203	36	53
205	37	52
204	36	51
205	37	50
208	38	51
207	37	50
207	37	50
207	36	52
209	39	52
208	35	54
211	35	55
209	37	53
206	38	51
203	35	50
206	38	53
208	36	52
205	37	52
205	34	50
203	35	50
209	45	54
211	50	56
213	54	58
216	62	60
215	66	59
221	90	70
213	66	56
223	66	61
213	66	58
222	74	64
214	66	56
220	65	60
219	71	61
216	58	57
222	73	67
213	62	55
217	75	61
213	67	54
219	71	61
212	63	56
212	59	53
215	57	58
215	52	55
213	55	56
215	52	55
215	61	59
214	59	57
219	65	63
214	56	55
215	57	56
213	57	60
215	50	57
214	53	59
217	47	58
215	51	62
216	48	61
216	51	58
213	46	54
214	50	57
214	46	59
215	56	61
218	57	62
219	63	66
214	71	63
210	74	60
217	86	68
208	72	56
218	87	67
208	71	52
213	76	58
205	65	52
205	71	60
200	61	56
204	55	61
198	47	54
198	44	52
196	41	49
196	36	48
197	35	48
197	36	51
195	37	51
193	36	53
196	38	53
193	35	49
192	31	46
192	30	43
190	28	43
188	30	44
182	30	42
187	31	42
186	30	43
185	31	43
184	30	42
185	31	43
188	32	46
186	31	45
184	29	45
183	28	42
185	30	44
185	30	44
185	30	44
185	30	44
187	32	46
185	30	44
183	28	42
183	28	42
181	29	41
181	29	41
179	29	41
178	28	40
180	28	41
181	29	41
184	29	43
184	30	42
180	28	40
178	28	40
178	28	40
178	28	40
177	27	38
172	26	36
171	27	36
175	29	40
174	28	39
177	29	41
178	30	42
178	28	40
178	26	39
180	28	41
184	29	43
180	28	41
179	27	40
180	28	41
179	29	41
179	27	40
182	28	40
182	28	40
181	26	40
177	27	39
178	26	39
176	26	38
179	29	41
180	28	41
176	26	38
174	28	39
174	28	39
172	26	37
172	28	38
171	26	39
168	26	38
167	27	38
165	27	40
161	27	38
154	24	34
151	25	37
148	27	36
141	26	33
139	25	33
131	25	35
121	31	40
104	42	45
88	54	53
83	65	65
78	72	72
82	80	81
86	86	86
84	89	85
88	92	91
91	93	92
93	95	94
94	94	92
89	91	90
90	92	91
106	108	105
19	19	19
7	7	7
7	7	7
6	6	6
5	5	5
2	2	2
7	7	7
16	16	16
20	20	18
22	22	20
18	18	16
14	15	10
17	18	13
18	18	16
15	15	13
8	8	8
4	4	4
3	3	3
3	3	3
4	4	4
10	10	10
5	5	5
4	4	4
4	4	4
4	4	4
5	5	5
4	4	4
7	7	7
8	9	11
6	10	13
8	9	13
9	9	11
8	9	11
10	10	8
8	8	8
19	18	14
36	36	34
33	29	26
57	39	29
86	57	51
99	67	80
116	86	98
138	62	72
168	43	73
167	56	109
156	103	145
86	85	125
64	78	123
80	86	112
70	85	118
92	72	125
161	91	93
192	138	76
192	135	54
184	74	37
192	38	46
194	33	49
196	36	48
190	43	49
195	86	79
195	141	117
187	152	122
173	123	98
148	96	72
139	87	63
135	70	52
128	43	38
115	25	27
92	12	15
95	13	15
128	19	25
156	21	35
174	28	38
182	27	41
183	28	42
179	32	40
179	32	42
183	29	41
188	32	45
183	31	43
176	31	36
184	62	61
190	122	103
173	119	93
167	94	77
172	79	74
172	56	59
168	37	42
158	29	34
145	22	25
156	22	29
176	26	38
185	29	43
187	30	47
182	30	43
177	29	41
174	30	40
168	31	41
166	32	41
169	32	42
170	30	39
170	30	39
171	30	39
175	29	40
180	29	44
183	31	44
185	30	44
187	31	45
190	29	44
191	29	44
190	27	44
194	29	45
197	32	46
199	34	48
200	34	48
201	33	48
202	34	49
201	33	48
202	34	49
203	35	50
206	35	51
207	36	52
208	36	52
206	35	51
207	36	52
205	37	52
204	36	51
204	36	53
207	36	54
208	37	55
208	37	53
209	39	52
208	38	51
208	36	50
207	35	49
207	35	51
208	36	52
208	37	53
206	38	53
208	38	51
208	38	51
207	36	52
207	36	52
207	37	50
205	37	50
206	34	50
205	33	49
205	33	49
205	34	50
204	33	51
205	33	49
207	37	50
206	39	49
210	38	50
214	40	50
209	42	50
213	48	55
211	48	51
219	59	59
214	61	56
212	57	52
221	69	64
219	61	58
218	77	67
213	66	58
219	75	64
212	71	54
222	85	66
216	75	58
219	71	59
217	75	61
217	74	60
220	80	65
212	72	55
223	87	71
210	68	54
221	77	66
217	70	62
219	72	64
216	69	59
217	66	59
220	71	65
214	60	58
221	68	63
215	55	57
219	61	60
216	51	55
219	66	61
213	64	58
215	62	64
213	61	58
209	51	50
207	51	54
208	49	54
205	45	55
207	47	59
206	44	57
200	38	51
199	37	50
204	36	49
201	35	49
194	32	45
191	31	43
195	33	46
196	31	45
193	31	42
195	33	44
195	33	44
192	31	46
188	32	45
185	29	42
190	29	44
191	29	44
192	31	46
189	31	46
189	31	46
188	30	44
189	31	46
188	30	45
187	29	43
188	32	45
188	32	45
189	33	46
186	30	44
185	29	42
188	32	46
189	33	47
187	31	45
187	31	45
187	31	45
187	31	45
185	29	43
184	30	42
185	31	43
181	29	42
181	29	44
182	30	45
183	28	42
185	29	42
187	31	42
186	30	43
184	30	42
181	29	41
180	28	41
180	28	40
180	28	40
177	27	38
175	29	39
175	27	39
178	28	40
179	29	41
178	28	40
178	28	40
179	27	40
180	28	41
181	29	44
180	28	41
178	26	39
178	26	39
179	27	40
180	28	41
180	28	40
181	27	39
181	26	40
180	25	39
181	26	40
180	25	39
180	28	41
182	27	41
178	26	39
177	27	39
177	27	39
176	28	40
173	25	37
172	26	37
171	26	39
168	26	38
167	27	38
163	26	36
159	23	33
158	26	39
156	24	37
149	23	34
144	24	33
141	25	34
134	23	32
128	27	35
116	34	40
98	49	53
80	64	64
73	73	73
78	78	76
79	84	80
83	88	84
89	94	90
94	96	93
92	92	90
94	94	94
92	94	93
105	107	104
20	20	20
7	7	7
8	8	8
6	6	6
4	4	4
6	6	6
16	16	16
21	21	19
22	23	18
17	18	13
13	13	11
14	14	12
16	16	14
14	14	12
15	16	11
11	12	7
4	4	4
3	3	3
3	3	3
7	5	6
11	9	10
4	4	4
5	5	5
6	6	6
10	10	10
6	8	7
3	3	3
5	5	5
8	8	10
6	10	13
6	10	13
9	9	11
9	9	9
9	9	7
9	9	9
14	15	17
47	49	48
58	49	32
118	97	68
106	78	67
104	73	81
132	82	85
156	59	78
180	51	105
182	78	141
139	100	129
79	99	124
58	82	126
86	90	115
86	80	116
104	90	139
149	91	106
188	127	70
206	171	71
191	119	43
179	54	36
182	38	47
180	56	54
175	97	75
178	133	102
163	127	95
151	106	75
134	84	57
126	71	51
119	51	40
105	30	27
92	16	20
91	10	16
110	15	19
139	29	32
159	30	35
165	30	36
174	28	38
176	30	43
174	30	39
172	36	38
172	39	42
170	40	42
169	47	44
164	47	40
161	47	37
172	49	44
176	59	52
174	73	61
172	96	82
168	89	82
156	53	56
149	36	42
149	33	34
167	36	41
180	33	43
185	33	45
188	30	44
187	29	44
178	30	42
174	30	39
169	31	44
167	31	43
167	31	43
170	33	43
171	30	39
174	30	40
177	29	43
181	30	45
186	31	47
186	32	44
187	31	45
191	30	46
193	31	46
195	30	46
196	31	48
197	32	48
199	34	50
201	34	51
201	33	50
200	32	49
203	32	50
204	33	51
203	35	52
205	37	54
205	34	50
205	34	50
205	34	50
204	33	49
206	35	51
205	37	52
205	37	52
203	35	50
207	34	53
208	37	55
207	36	52
208	37	53
207	36	52
207	36	52
207	35	49
208	36	50
208	35	54
209	37	53
210	35	52
208	38	51
207	37	50
211	36	53
209	37	53
209	37	53
209	39	52
209	37	51
209	39	52
211	36	51
208	38	51
204	38	52
206	35	51
207	37	50
205	34	52
204	33	49
203	33	46
204	33	49
204	33	51
205	33	49
206	34	48
204	34	45
204	33	49
205	33	49
205	39	53
206	36	49
206	38	51
207	35	49
208	36	48
210	40	49
208	42	52
208	42	52
210	42	55
207	41	53
207	41	51
205	41	50
204	40	51
208	40	53
209	42	52
210	40	51
209	45	52
208	45	50
210	45	52
209	45	52
209	44	51
208	44	51
208	38	49
209	39	50
208	41	51
207	40	50
206	36	47
206	38	53
206	35	51
202	34	49
201	33	48
200	34	48
202	34	51
203	36	53
205	34	52
204	38	52
204	36	51
202	34	47
205	34	50
201	33	48
200	33	50
198	33	47
194	32	45
193	31	44
192	30	45
195	30	47
193	30	47
190	32	47
189	33	47
191	29	44
195	30	46
195	33	48
194	33	48
197	32	48
193	30	47
193	30	49
193	30	47
194	31	48
193	32	47
190	32	46
190	32	46
191	30	46
190	29	44
192	31	46
192	31	47
188	30	45
188	30	45
187	29	44
189	31	46
188	30	45
184	28	41
187	31	44
186	30	44
187	31	45
188	32	46
186	30	44
187	30	41
189	32	41
186	28	42
188	30	44
187	29	43
184	28	42
181	26	40
181	27	39
180	26	38
178	28	39
179	27	40
180	28	41
180	28	41
179	27	40
180	28	41
180	28	41
179	27	40
179	28	43
180	28	41
177	25	38
175	23	36
179	27	40
181	29	42
180	28	40
183	29	41
184	28	42
184	28	41
183	27	41
182	27	41
180	28	41
182	27	41
180	28	41
177	27	39
177	27	39
181	29	42
177	27	39
174	26	38
171	27	37
167	26	35
167	26	35
164	24	33
163	23	34
165	25	38
160	24	36
156	26	36
147	23	33
146	24	35
146	24	35
141	24	33
134	24	33
110	35	40
87	56	54
74	66	63
75	71	68
78	79	74
80	82	77
86	88	85
89	91	88
89	93	92
94	96	95
98	98	98
104	104	104
21	21	23
7	7	7
6	6	6
6	6	6
13	13	13
17	17	17
19	18	16
19	18	16
17	18	13
14	14	12
11	11	9
13	12	10
17	16	14
18	17	13
19	20	15
15	16	11
3	3	3
3	3	3
5	5	5
12	10	11
14	12	13
11	11	11
13	13	13
14	14	14
12	12	12
9	11	10
5	5	5
7	5	6
8	8	10
6	10	13
6	10	13
9	9	11
9	9	9
7	9	8
11	10	8
15	13	16
79	69	68
107	87	63
129	99	71
109	65	62
136	58	72
155	54	84
185	63	114
195	92	137
160	130	119
122	163	103
94	139	118
78	98	135
83	81	130
124	68	115
156	76	103
190	150	91
210	177	82
195	156	61
186	141	58
162	79	37
160	67	49
154	86	65
154	100	72
140	85	55
124	68	43
113	54	38
99	45	35
87	28	24
84	18	19
88	12	14
108	16	19
134	28	30
151	41	40
157	45	43
154	40	39
150	36	35
153	35	33
153	35	33
153	38	33
153	44	37
156	47	40
161	48	42
158	43	36
165	42	37
172	38	37
176	33	39
177	30	40
174	47	54
191	123	114
172	125	109
157	78	73
155	52	55
169	48	55
179	48	54
183	40	46
183	36	46
185	35	46
183	33	44
178	32	43
171	31	42
167	33	44
167	31	43
168	30	43
173	31	43
176	30	43
177	29	43
182	30	45
185	30	48
188	32	46
188	32	45
190	29	44
193	31	46
197	32	46
199	33	47
199	32	49
200	34	48
201	34	51
201	34	51
202	34	49
205	34	50
206	35	51
207	36	52
207	36	52
207	39	54
205	37	52
207	36	52
207	36	52
206	35	51
206	36	49
207	37	50
208	37	53
205	34	50
205	34	50
206	35	51
204	36	51
205	37	52
204	36	53
208	37	55
207	36	52
208	38	51
210	40	53
210	40	53
208	37	53
209	37	53
211	36	53
209	38	54
206	35	53
207	35	57
209	36	55
207	36	54
210	38	54
208	37	53
207	35	51
209	38	54
208	37	53
209	37	51
209	37	53
209	34	51
210	35	50
206	36	49
203	35	48
204	33	49
202	32	45
202	32	45
203	31	45
208	33	48
201	33	48
208	33	50
204	33	51
204	33	51
205	33	49
205	33	47
207	32	47
204	34	47
205	33	49
206	34	50
204	32	46
202	32	45
207	32	49
208	33	50
205	32	51
205	33	47
207	35	49
201	34	44
207	35	51
204	34	47
206	36	49
204	32	46
201	33	46
207	35	49
208	38	49
208	36	50
208	38	51
206	39	49
207	35	47
206	34	46
206	36	47
201	35	49
200	36	47
203	37	49
208	37	53
204	36	51
203	35	50
201	36	50
203	35	50
203	37	51
200	34	48
199	34	48
196	31	45
199	33	47
198	33	49
196	33	52
197	31	45
194	33	48
194	38	51
191	30	46
196	31	48
194	32	47
197	32	48
199	33	47
195	30	44
194	32	47
195	33	48
196	31	45
195	30	44
193	31	42
193	31	44
196	31	47
193	31	46
193	31	46
192	30	45
189	31	45
189	31	45
191	29	44
192	30	45
192	29	46
191	30	46
192	31	47
191	30	46
191	30	46
193	32	48
192	31	49
190	29	45
189	28	43
186	30	41
189	31	45
188	30	44
183	28	42
179	27	40
181	26	40
182	27	41
181	29	41
183	28	42
183	28	42
181	26	40
183	27	41
183	28	42
181	26	40
178	26	39
178	28	40
179	27	40
178	26	38
178	26	39
181	29	42
180	28	41
179	27	39
183	29	41
185	29	43
184	28	41
182	26	40
180	28	41
178	28	40
179	27	39
179	29	40
177	27	38
179	29	41
180	28	41
178	28	40
177	27	39
173	25	37
172	26	37
172	28	38
168	27	36
167	26	35
166	26	37
161	25	35
157	25	36
151	21	33
151	20	34
151	24	35
143	26	34
136	25	32
135	28	38
117	41	45
93	51	52
74	63	61
72	72	70
76	76	74
81	80	78
85	85	83
84	90	88
90	94	93
97	99	98
102	102	104
21	21	23
7	7	7
14	14	14
15	15	15
17	17	17
16	16	14
15	14	12
20	19	15
16	15	13
11	10	8
14	13	9
18	17	13
21	20	15
22	21	17
23	22	18
17	17	15
11	11	11
13	13	13
15	15	15
19	17	18
13	11	12
9	9	9
7	7	7
5	5	5
2	2	2
3	3	3
3	3	3
7	5	6
8	8	10
7	11	14
6	10	13
9	8	13
6	10	9
8	8	10
12	11	7
41	27	26
115	87	83
134	100	88
122	71	68
130	61	64
156	41	80
180	51	115
195	101	153
160	145	124
134	187	95
135	191	94
138	140	93
133	105	101
141	116	120
163	101	86
178	95	55
204	163	73
189	139	54
168	103	37
163	118	51
160	107	53
149	80	49
148	62	45
129	50	37
106	33	26
82	21	20
75	19	20
75	17	16
86	14	18
113	17	21
147	20	31
165	28	36
172	35	42
177	38	45
166	40	43
152	39	35
145	36	31
147	33	33
148	32	32
155	32	35
160	33	40
169	38	44
167	32	39
165	29	39
161	23	36
156	20	30
150	18	31
151	17	28
160	30	38
178	75	78
186	113	106
173	109	97
165	74	73
170	49	56
178	49	54
181	44	51
182	40	52
180	40	51
178	38	47
175	35	44
166	36	46
167	33	40
168	31	41
173	31	43
176	31	44
180	32	46
183	31	46
189	32	49
190	31	51
188	32	46
188	30	44
190	29	44
196	31	47
201	33	46
202	34	47
202	34	49
201	35	47
202	35	52
201	33	50
202	34	51
207	36	54
209	37	53
209	37	53
208	37	53
210	39	55
207	39	54
208	37	53
207	36	52
207	35	51
207	36	52
207	36	52
207	36	52
207	36	52
205	34	52
206	36	49
206	36	47
209	39	52
208	37	53
210	37	57
208	35	54
211	36	53
214	39	56
208	36	52
210	37	57
207	36	55
208	35	54
209	37	49
209	37	49
208	37	53
210	38	54
209	38	54
208	37	53
207	37	50
208	37	53
210	35	52
208	37	53
207	37	50
207	37	50
205	37	52
208	37	53
204	37	47
206	36	47
203	35	50
203	32	48
199	33	47
202	34	49
204	33	49
209	37	51
203	35	48
203	33	46
200	32	47
204	32	48
202	34	47
206	34	50
205	34	50
205	34	52
205	34	50
205	34	50
205	35	48
206	35	51
207	36	52
206	36	49
206	36	45
208	36	48
205	38	48
206	35	53
206	36	49
200	34	46
204	34	47
206	34	50
208	36	52
207	37	48
207	35	51
208	37	53
203	35	48
203	35	50
206	35	51
207	34	53
204	35	54
203	35	48
204	37	47
202	36	50
201	35	47
204	34	45
203	35	50
204	36	51
205	37	52
203	35	52
200	34	48
197	33	44
195	33	44
200	35	49
199	32	49
197	29	46
197	32	46
199	37	50
195	33	46
192	30	43
197	32	46
199	33	47
200	32	47
196	30	44
193	31	44
194	33	48
197	32	46
198	32	46
196	31	45
196	31	47
197	32	49
195	33	48
197	32	49
193	31	46
193	32	47
193	32	47
195	30	46
196	29	46
195	30	46
195	30	46
196	31	47
195	30	46
194	29	43
192	30	45
193	30	47
191	30	46
189	28	43
188	31	42
192	32	44
191	30	45
186	30	44
184	29	43
183	28	42
184	28	42
186	30	44
184	29	43
185	29	43
183	27	41
184	26	41
184	28	42
182	27	41
178	26	39
180	28	41
177	27	39
179	27	40
179	27	40
179	27	42
179	27	40
183	28	42
184	28	42
184	28	42
184	26	40
183	27	41
181	29	42
178	28	40
179	27	39
180	30	41
179	29	40
179	27	39
178	28	40
177	25	38
175	25	37
178	28	39
176	29	39
174	28	38
170	29	38
169	28	37
166	26	39
165	25	38
164	24	37
160	25	39
156	26	38
151	24	35
147	26	35
151	31	41
160	29	45
151	29	42
119	36	44
82	56	55
66	66	64
72	70	71
75	75	75
77	83	79
79	83	82
85	90	86
93	97	96
98	102	103
26	26	28
16	16	18
14	14	14
10	10	10
15	15	15
13	13	13
14	14	12
14	13	11
12	11	7
17	16	12
22	21	17
21	21	19
21	21	19
20	22	19
20	22	19
18	20	17
12	14	11
9	9	9
12	10	13
12	10	11
4	4	4
2	2	0
2	2	2
2	2	4
2	2	0
3	3	5
4	4	4
6	6	6
8	7	12
9	10	14
10	10	12
9	9	11
9	11	8
9	11	10
36	17	23
108	54	70
158	120	117
136	114	101
124	86	83
149	75	92
170	53	106
201	98	153
179	133	143
142	172	100
147	184	81
181	183	84
194	168	81
187	157	71
187	162	80
176	139	69
169	109	47
180	111	52
178	105	50
185	132	54
195	166	72
170	127	49
145	51	26
129	29	31
108	16	21
94	14	13
92	13	16
97	15	17
118	17	23
146	22	30
169	28	36
184	32	45
188	30	45
190	32	46
188	32	43
176	26	35
158	23	30
141	20	27
140	19	28
141	17	27
143	16	27
150	20	30
152	22	32
148	18	26
146	16	24
146	16	26
145	18	25
152	18	25
165	21	31
179	29	40
186	40	50
190	70	72
188	97	94
171	93	89
163	59	60
169	38	46
174	33	42
174	34	45
177	41	51
173	43	51
168	43	51
163	39	49
164	34	44
168	31	41
174	30	40
179	33	44
184	34	46
190	29	45
192	29	46
193	32	48
192	32	44
192	30	45
196	31	47
200	34	46
200	34	48
204	36	53
207	36	52
207	37	48
207	37	50
205	34	50
205	34	52
206	35	53
207	36	54
207	36	52
208	38	51
210	40	53
209	41	54
209	38	54
207	35	51
205	33	49
205	34	50
206	35	51
205	35	48
208	38	51
208	37	55
208	37	53
207	37	48
208	36	50
210	34	54
209	37	53
208	36	50
209	37	53
209	36	55
208	35	54
209	36	55
209	37	53
208	36	50
208	38	49
209	39	52
209	37	51
208	37	55
210	39	55
207	37	50
208	38	51
209	37	53
207	34	53
209	38	54
205	34	50
209	37	53
208	37	53
207	37	50
204	36	51
205	37	52
203	37	51
202	34	49
200	32	47
201	33	50
201	33	50
202	34	49
201	33	48
200	32	47
203	35	50
203	35	52
203	35	52
202	34	47
201	33	48
204	33	51
204	33	51
202	31	49
203	35	50
206	35	51
204	33	49
204	33	49
205	34	50
204	36	51
202	34	49
203	35	50
201	33	48
202	34	49
202	34	47
204	33	49
205	34	50
205	35	46
205	35	46
205	34	50
203	32	48
206	36	49
205	35	48
206	35	51
205	37	54
202	34	51
203	35	48
200	34	46
200	34	48
201	35	49
203	37	47
203	37	49
203	35	50
203	35	52
201	33	48
200	34	46
199	33	45
198	32	46
200	33	50
200	34	46
198	33	47
198	33	49
197	35	50
197	32	46
199	33	47
201	34	51
200	32	49
198	32	44
198	32	46
198	31	48
199	33	47
202	36	48
200	34	48
198	32	46
197	30	47
199	34	50
199	34	51
197	32	49
200	35	51
197	33	44
197	33	44
197	32	46
195	30	47
195	31	42
198	34	45
197	33	44
195	31	42
195	30	44
196	31	47
195	30	46
191	29	44
195	30	46
196	31	47
196	31	47
192	29	46
188	30	45
186	30	44
184	28	42
184	28	42
185	29	42
187	29	43
186	28	43
184	28	42
182	27	41
182	27	41
184	28	42
185	27	41
181	29	42
181	29	42
182	27	41
180	26	38
180	28	40
180	28	40
181	27	39
184	28	41
185	29	43
186	30	44
185	29	43
182	26	40
182	27	41
183	28	42
181	26	40
180	25	39
178	26	38
176	24	36
176	26	37
178	26	38
178	26	38
176	26	37
171	25	36
171	27	37
168	26	38
166	26	35
162	26	38
162	28	37
160	26	37
153	25	40
154	28	39
165	33	46
165	29	43
156	29	40
124	34	43
82	53	55
62	63	58
67	68	63
71	71	69
80	80	80
82	82	82
84	84	84
93	93	93
101	101	101
30	30	32
6	6	6
3	3	3
14	14	14
10	10	10
10	10	8
12	12	10
15	14	12
20	21	15
23	24	18
22	23	17
22	23	17
21	22	16
21	22	16
23	24	18
19	18	14
2	4	1
4	2	3
11	7	8
8	6	7
4	4	4
3	3	3
3	3	3
2	2	2
2	4	3
4	6	3
3	3	1
7	5	6
5	5	7
8	8	10
10	11	13
11	11	13
10	9	14
36	21	18
99	41	56
169	96	125
167	130	137
139	114	110
144	100	113
167	102	126
184	85	140
202	111	154
169	102	96
171	154	76
187	169	69
191	150	60
198	141	60
186	113	45
177	88	44
172	75	43
175	69	47
177	67	50
171	71	45
182	112	53
170	106	44
149	54	24
141	28	22
143	19	27
145	18	27
153	22	30
163	25	38
167	27	38
172	28	38
184	30	42
187	33	45
190	32	46
191	29	44
191	31	43
190	30	40
186	26	38
175	21	33
165	19	30
156	19	27
155	18	28
156	19	27
162	22	31
166	25	34
169	23	33
176	26	38
181	26	40
190	29	45
185	27	42
190	29	44
194	29	45
198	31	48
196	41	55
186	55	63
185	72	76
170	75	69
167	49	49
168	35	40
166	29	37
165	29	41
164	32	45
162	34	47
163	37	48
167	36	44
169	32	42
173	29	39
178	30	42
183	31	44
190	29	45
192	29	46
194	33	48
194	31	48
198	33	49
198	33	47
200	34	46
202	36	48
206	38	53
208	37	53
208	37	53
207	37	50
207	37	50
207	36	52
206	35	51
206	35	51
206	35	51
207	37	50
208	38	51
208	37	53
208	36	52
207	35	51
206	34	50
204	33	49
205	35	48
205	35	48
207	37	50
207	37	50
207	36	52
207	36	52
207	35	49
210	35	50
208	36	50
209	37	51
211	36	51
212	37	54
209	37	53
208	36	52
209	37	53
209	37	51
208	38	51
208	38	51
208	36	50
210	38	54
209	38	54
207	36	52
207	37	50
208	36	50
206	34	48
207	36	52
207	36	52
207	36	52
207	37	50
204	36	49
204	36	49
203	37	51
204	38	52
204	38	52
204	36	51
203	35	50
202	34	49
201	33	48
201	33	48
201	33	48
204	36	51
203	35	52
202	34	51
201	35	49
201	35	49
202	34	49
202	34	49
205	35	48
204	34	47
200	32	45
199	33	47
199	31	44
200	32	45
200	32	45
200	32	47
202	34	49
201	33	50
201	33	50
202	34	51
202	31	47
203	32	50
203	32	48
205	35	48
207	36	52
206	35	51
206	36	49
205	34	50
207	36	54
204	36	51
204	36	49
203	36	46
200	34	46
202	36	48
201	35	49
203	37	51
202	34	49
202	34	49
200	34	48
199	33	47
200	34	48
198	33	47
199	33	47
200	34	48
201	34	51
199	34	50
199	34	50
198	36	51
198	33	49
199	34	50
201	34	51
201	34	51
199	33	45
200	34	48
200	33	50
201	35	49
202	36	48
202	36	50
201	33	48
200	32	49
199	32	49
200	33	50
197	32	46
198	33	47
199	35	46
200	36	47
198	33	47
198	32	46
197	32	46
199	34	48
200	34	48
199	34	48
199	34	48
200	35	51
198	33	49
192	30	43
193	31	44
196	32	43
195	33	46
193	31	46
190	29	44
187	29	43
187	29	43
188	30	44
187	29	43
186	30	43
186	30	43
183	27	40
182	26	39
184	28	41
185	29	42
185	29	42
185	30	44
186	30	44
184	28	42
181	27	39
180	26	38
176	24	36
176	24	36
181	27	39
184	29	43
184	29	43
185	30	44
182	27	41
181	26	40
182	27	41
182	27	41
180	25	39
178	26	38
178	28	39
176	26	37
175	25	36
175	25	36
176	26	37
174	26	38
170	26	36
171	25	36
169	25	35
167	25	37
157	26	34
153	28	36
159	32	43
167	33	42
168	33	40
167	32	46
157	30	41
120	33	41
74	48	49
62	58	55
64	65	60
67	69	66
74	74	74
79	79	79
83	83	83
88	90	89
101	101	101
20	20	20
4	4	4
15	15	15
15	15	13
15	15	13
16	16	14
16	17	12
20	19	15
23	22	18
23	22	18
23	22	18
23	22	18
21	20	16
18	19	14
16	17	12
13	14	9
3	5	2
11	7	6
18	12	12
11	10	8
4	4	4
3	3	3
3	3	3
3	3	3
5	3	6
4	4	4
5	5	3
5	4	2
8	6	9
9	8	14
10	10	18
9	10	15
22	19	26
90	55	61
147	69	95
172	87	128
154	90	125
167	118	137
170	116	139
176	111	135
180	87	116
182	75	91
187	110	66
197	144	64
191	113	49
184	71	39
184	54	40
179	41	41
172	31	39
169	29	42
161	25	37
160	25	32
158	21	31
165	26	33
170	25	30
171	28	34
179	32	42
182	30	43
182	30	42
187	31	44
193	32	47
191	33	47
186	31	45
188	30	44
194	29	45
193	28	44
190	28	41
192	30	43
193	31	44
197	31	45
198	32	46
196	31	45
193	31	44
193	31	44
193	31	44
194	32	45
197	35	48
194	29	43
196	30	44
199	33	47
199	31	48
198	31	48
195	28	45
198	32	46
198	32	46
198	30	47
199	41	56
188	48	59
180	60	62
170	68	66
162	57	54
163	38	42
162	31	39
162	30	43
164	28	42
167	31	43
171	30	39
174	30	40
178	30	42
184	32	44
186	30	43
188	27	42
192	30	45
194	32	47
199	34	51
200	34	48
201	33	48
204	36	51
203	35	50
203	35	50
207	36	52
205	34	52
207	37	48
208	38	51
208	37	53
207	36	52
207	36	52
207	36	52
207	37	50
207	37	50
208	37	53
205	33	49
204	32	48
206	34	50
206	36	49
206	36	49
204	34	47
204	34	47
207	35	49
208	37	55
208	37	53
208	36	50
209	37	51
209	34	51
210	35	50
210	35	50
211	36	51
209	37	53
209	37	53
209	37	53
208	36	52
207	37	50
207	36	52
208	36	52
208	36	50
206	35	51
206	35	51
206	36	49
206	36	49
206	36	49
204	36	51
205	37	52
205	34	50
203	35	50
203	35	50
204	36	51
202	36	50
203	37	51
203	37	51
203	35	48
203	35	48
202	34	47
203	35	48
202	34	47
201	33	48
203	35	50
204	36	51
203	35	50
202	34	49
201	35	49
203	35	48
205	35	48
205	33	45
205	33	45
200	32	45
200	34	48
199	33	47
200	32	47
200	32	47
202	34	49
202	34	49
201	33	46
203	33	46
203	33	46
202	34	49
203	35	52
204	33	51
205	34	50
205	34	52
204	33	49
204	33	49
205	34	52
203	35	50
202	34	47
204	36	49
203	35	48
202	34	47
203	35	48
201	35	49
201	34	51
202	34	49
202	36	50
200	34	48
198	33	47
199	34	48
199	34	50
200	34	48
201	33	48
198	33	50
197	32	48
197	32	48
201	36	52
200	35	51
200	35	51
201	36	52
200	35	49
200	34	48
201	34	51
200	33	50
200	34	48
199	33	45
201	33	48
199	33	47
199	32	49
197	31	45
198	32	46
200	34	48
199	33	47
200	34	48
202	36	50
201	35	49
200	34	48
201	35	49
200	34	48
199	33	47
199	33	47
197	32	48
198	33	49
198	33	49
195	30	44
193	31	44
193	31	44
194	32	45
193	31	46
191	30	46
191	30	46
191	30	46
191	30	48
189	31	45
185	29	42
186	30	43
186	30	43
185	29	42
187	30	41
187	30	41
187	31	42
186	30	44
186	28	43
186	28	42
184	28	41
182	28	40
180	26	38
181	26	40
183	28	42
183	28	42
182	27	41
183	28	42
181	26	40
180	25	39
181	26	40
181	26	40
181	26	40
179	29	41
180	30	42
177	27	39
176	26	37
176	26	37
175	25	36
174	27	37
172	26	37
169	28	36
169	28	37
165	25	36
160	24	34
158	27	35
168	32	44
174	34	43
169	35	42
162	30	44
149	27	38
115	34	40
69	45	45
59	54	51
61	60	56
62	64	61
68	67	65
72	72	72
78	80	79
85	87	86
99	101	100
26	26	26
17	17	17
16	16	16
16	16	14
17	17	15
14	14	12
13	14	9
20	19	15
21	17	16
20	16	15
19	15	14
14	13	11
13	12	10
14	13	11
16	15	13
17	16	14
7	7	5
